uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RO,INDETERMINADA,DOMICILIO,"30 - 39",F,1
RO,INDETERMINADA,OUTRO,"30 - 39",M,2
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,15
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,8
RO,PNEUMONIA,DOMICILIO,"30 - 39",M,1
RO,PNEUMONIA,HOSPITAL,"30 - 39",F,13
RO,PNEUMONIA,HOSPITAL,"30 - 39",M,14
RO,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
RO,SEPTICEMIA,HOSPITAL,"30 - 39",F,8
RO,SEPTICEMIA,HOSPITAL,"30 - 39",M,12
RO,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
RO,SRAG,HOSPITAL,"30 - 39",M,1
RR,OUTRAS,DOMICILIO,"30 - 39",F,6
RR,OUTRAS,DOMICILIO,"30 - 39",M,7
RR,OUTRAS,HOSPITAL,"30 - 39",F,21
RR,OUTRAS,HOSPITAL,"30 - 39",M,26
RR,OUTRAS,OUTRO,"30 - 39",F,1
RR,OUTRAS,OUTRO,"30 - 39",M,10
RR,OUTRAS,VIA_PUBLICA,"30 - 39",M,3
RR,COVID,HOSPITAL,"30 - 39",F,12
RR,COVID,HOSPITAL,"30 - 39",M,19
RR,COVID,OUTRO,"30 - 39",M,2
RR,INDETERMINADA,OUTRO,"30 - 39",F,1
RR,INDETERMINADA,OUTRO,"30 - 39",M,1
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,4
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,2
RR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,1
RR,PNEUMONIA,HOSPITAL,"30 - 39",F,11
RR,PNEUMONIA,HOSPITAL,"30 - 39",M,5
RR,SEPTICEMIA,HOSPITAL,"30 - 39",F,6
RR,SEPTICEMIA,HOSPITAL,"30 - 39",M,5
RS,OUTRAS,DOMICILIO,"30 - 39",F,78
RS,OUTRAS,DOMICILIO,"30 - 39",M,114
RS,OUTRAS,HOSPITAL,"30 - 39",F,275
RS,OUTRAS,HOSPITAL,"30 - 39",I,2
RS,OUTRAS,HOSPITAL,"30 - 39",M,261
RS,OUTRAS,IGNORADO,"30 - 39",F,14
RS,OUTRAS,IGNORADO,"30 - 39",M,10
RS,OUTRAS,OUTRO,"30 - 39",F,8
RS,OUTRAS,OUTRO,"30 - 39",M,39
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,14
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,16
RS,OUTRAS,VIA_PUBLICA,"30 - 39",F,8
RS,OUTRAS,VIA_PUBLICA,"30 - 39",M,29
RS,COVID,DOMICILIO,"30 - 39",F,1
RS,COVID,DOMICILIO,"30 - 39",M,3
RS,COVID,HOSPITAL,"30 - 39",F,63
RS,COVID,HOSPITAL,"30 - 39",M,68
RS,COVID,IGNORADO,"30 - 39",F,4
RS,COVID,IGNORADO,"30 - 39",M,6
RS,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
RS,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
RS,COVID,VIA_PUBLICA,"30 - 39",M,1
RS,INDETERMINADA,DOMICILIO,"30 - 39",M,9
RS,INDETERMINADA,HOSPITAL,"30 - 39",F,1
RS,INDETERMINADA,HOSPITAL,"30 - 39",M,1
RS,INDETERMINADA,IGNORADO,"30 - 39",F,1
RS,INDETERMINADA,OUTRO,"30 - 39",M,2
RS,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
RS,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,5
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,48
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,55
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
RS,PNEUMONIA,DOMICILIO,"30 - 39",F,1
RS,PNEUMONIA,DOMICILIO,"30 - 39",M,1
RS,PNEUMONIA,HOSPITAL,"30 - 39",F,57
RS,PNEUMONIA,HOSPITAL,"30 - 39",M,81
RS,PNEUMONIA,IGNORADO,"30 - 39",F,1
RS,PNEUMONIA,IGNORADO,"30 - 39",M,6
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RS,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RS,SEPTICEMIA,HOSPITAL,"30 - 39",F,98
RS,SEPTICEMIA,HOSPITAL,"30 - 39",M,92
RS,SEPTICEMIA,IGNORADO,"30 - 39",F,5
RS,SEPTICEMIA,IGNORADO,"30 - 39",M,2
RS,SEPTICEMIA,OUTRO,"30 - 39",F,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
RS,SRAG,HOSPITAL,"30 - 39",F,7
RS,SRAG,HOSPITAL,"30 - 39",M,5
RS,SRAG,IGNORADO,"30 - 39",M,2
SC,OUTRAS,DOMICILIO,"30 - 39",F,36
SC,OUTRAS,DOMICILIO,"30 - 39",M,81
SC,OUTRAS,HOSPITAL,"30 - 39",F,164
SC,OUTRAS,HOSPITAL,"30 - 39",M,192
SC,OUTRAS,OUTRO,"30 - 39",F,4
SC,OUTRAS,OUTRO,"30 - 39",M,17
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,8
SC,OUTRAS,POSTO_SAUDE,"30 - 39",F,1
SC,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
SC,OUTRAS,VIA_PUBLICA,"30 - 39",M,24
SC,COVID,DOMICILIO,"30 - 39",M,2
SC,COVID,HOSPITAL,"30 - 39",F,26
SC,COVID,HOSPITAL,"30 - 39",M,52
SC,COVID,OUTRO,"30 - 39",M,1
SC,INDETERMINADA,DOMICILIO,"30 - 39",F,1
SC,INDETERMINADA,DOMICILIO,"30 - 39",M,1
SC,INDETERMINADA,HOSPITAL,"30 - 39",F,1
SC,INDETERMINADA,HOSPITAL,"30 - 39",M,1
SC,INDETERMINADA,OUTRO,"30 - 39",M,2
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,5
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,34
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,19
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SC,PNEUMONIA,DOMICILIO,"30 - 39",F,1
SC,PNEUMONIA,DOMICILIO,"30 - 39",M,2
SC,PNEUMONIA,HOSPITAL,"30 - 39",F,30
SC,PNEUMONIA,HOSPITAL,"30 - 39",M,44
SC,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
SC,SEPTICEMIA,HOSPITAL,"30 - 39",F,43
SC,SEPTICEMIA,HOSPITAL,"30 - 39",M,33
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SC,SRAG,HOSPITAL,"30 - 39",F,3
SC,SRAG,HOSPITAL,"30 - 39",M,2
SE,OUTRAS,DOMICILIO,"30 - 39",F,8
SE,OUTRAS,DOMICILIO,"30 - 39",M,18
SE,OUTRAS,HOSPITAL,"30 - 39",F,42
SE,OUTRAS,HOSPITAL,"30 - 39",M,60
SE,OUTRAS,IGNORADO,"30 - 39",F,1
SE,OUTRAS,IGNORADO,"30 - 39",M,1
SE,OUTRAS,OUTRO,"30 - 39",F,2
SE,OUTRAS,OUTRO,"30 - 39",M,4
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,25
SE,OUTRAS,VIA_PUBLICA,"30 - 39",M,14
SE,COVID,HOSPITAL,"30 - 39",F,23
SE,COVID,HOSPITAL,"30 - 39",M,49
SE,COVID,IGNORADO,"30 - 39",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SE,INDETERMINADA,DOMICILIO,"30 - 39",M,2
SE,INDETERMINADA,HOSPITAL,"30 - 39",F,4
SE,INDETERMINADA,HOSPITAL,"30 - 39",M,2
SE,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,11
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,13
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
SE,PNEUMONIA,DOMICILIO,"30 - 39",M,1
SE,PNEUMONIA,HOSPITAL,"30 - 39",F,12
SE,PNEUMONIA,HOSPITAL,"30 - 39",M,14
SE,PNEUMONIA,IGNORADO,"30 - 39",M,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SE,SEPTICEMIA,HOSPITAL,"30 - 39",F,27
SE,SEPTICEMIA,HOSPITAL,"30 - 39",M,25
SE,SEPTICEMIA,IGNORADO,"30 - 39",M,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SE,SRAG,HOSPITAL,"30 - 39",F,1
SE,SRAG,HOSPITAL,"30 - 39",M,1
SE,SRAG,IGNORADO,"30 - 39",F,1
SP,OUTRAS,DOMICILIO,"30 - 39",F,313
SP,OUTRAS,DOMICILIO,"30 - 39",M,892
SP,OUTRAS,HOSPITAL,"30 - 39",F,1098
SP,OUTRAS,HOSPITAL,"30 - 39",I,1
SP,OUTRAS,HOSPITAL,"30 - 39",M,1856
SP,OUTRAS,IGNORADO,"30 - 39",F,13
SP,OUTRAS,IGNORADO,"30 - 39",I,1
SP,OUTRAS,IGNORADO,"30 - 39",M,20
SP,OUTRAS,OUTRO,"30 - 39",F,53
SP,OUTRAS,OUTRO,"30 - 39",M,265
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,85
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,181
SP,OUTRAS,POSTO_SAUDE,"30 - 39",F,2
SP,OUTRAS,POSTO_SAUDE,"30 - 39",M,8
SP,OUTRAS,VIA_PUBLICA,"30 - 39",F,60
SP,OUTRAS,VIA_PUBLICA,"30 - 39",M,530
SP,COVID,DOMICILIO,"30 - 39",F,5
SP,COVID,DOMICILIO,"30 - 39",M,17
SP,COVID,HOSPITAL,"30 - 39",F,443
SP,COVID,HOSPITAL,"30 - 39",M,672
SP,COVID,IGNORADO,"30 - 39",F,2
SP,COVID,IGNORADO,"30 - 39",M,3
SP,COVID,OUTRO,"30 - 39",F,5
SP,COVID,OUTRO,"30 - 39",M,8
SP,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,9
SP,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,17
SP,COVID,POSTO_SAUDE,"30 - 39",F,2
SP,COVID,VIA_PUBLICA,"30 - 39",M,1
SP,INDETERMINADA,DOMICILIO,"30 - 39",F,8
SP,INDETERMINADA,DOMICILIO,"30 - 39",M,29
SP,INDETERMINADA,HOSPITAL,"30 - 39",F,6
SP,INDETERMINADA,HOSPITAL,"30 - 39",M,12
SP,INDETERMINADA,IGNORADO,"30 - 39",M,1
SP,INDETERMINADA,OUTRO,"30 - 39",F,3
SP,INDETERMINADA,OUTRO,"30 - 39",M,6
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,10
SP,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"30 - 39",F,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,12
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,37
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,253
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,260
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,9
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,11
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,19
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,17
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"30 - 39",M,3
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,8
SP,PNEUMONIA,DOMICILIO,"30 - 39",F,12
SP,PNEUMONIA,DOMICILIO,"30 - 39",M,29
SP,PNEUMONIA,HOSPITAL,"30 - 39",F,267
SP,PNEUMONIA,HOSPITAL,"30 - 39",M,531
SP,PNEUMONIA,IGNORADO,"30 - 39",M,2
SP,PNEUMONIA,OUTRO,"30 - 39",F,1
SP,PNEUMONIA,OUTRO,"30 - 39",M,9
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,9
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,17
SP,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,6
SP,SEPTICEMIA,DOMICILIO,"30 - 39",F,2
SP,SEPTICEMIA,DOMICILIO,"30 - 39",M,9
SP,SEPTICEMIA,HOSPITAL,"30 - 39",F,377
SP,SEPTICEMIA,HOSPITAL,"30 - 39",M,487
SP,SEPTICEMIA,IGNORADO,"30 - 39",F,3
SP,SEPTICEMIA,IGNORADO,"30 - 39",M,3
SP,SEPTICEMIA,OUTRO,"30 - 39",F,4
SP,SEPTICEMIA,OUTRO,"30 - 39",M,2
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,10
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,14
SP,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,2
SP,SRAG,DOMICILIO,"30 - 39",F,1
SP,SRAG,DOMICILIO,"30 - 39",M,1
SP,SRAG,HOSPITAL,"30 - 39",F,36
SP,SRAG,HOSPITAL,"30 - 39",M,33
SP,SRAG,OUTRO,"30 - 39",F,1
SP,SRAG,OUTRO,"30 - 39",M,1
SP,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
SP,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
TO,OUTRAS,DOMICILIO,"30 - 39",F,13
TO,OUTRAS,DOMICILIO,"30 - 39",M,17
TO,OUTRAS,HOSPITAL,"30 - 39",F,25
TO,OUTRAS,HOSPITAL,"30 - 39",M,41
TO,OUTRAS,IGNORADO,"30 - 39",F,1
TO,OUTRAS,IGNORADO,"30 - 39",M,1
TO,OUTRAS,OUTRO,"30 - 39",F,1
TO,OUTRAS,OUTRO,"30 - 39",M,7
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
TO,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
TO,OUTRAS,VIA_PUBLICA,"30 - 39",M,13
TO,COVID,DOMICILIO,"30 - 39",M,1
TO,COVID,HOSPITAL,"30 - 39",F,12
TO,COVID,HOSPITAL,"30 - 39",M,16
TO,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
TO,INDETERMINADA,DOMICILIO,"30 - 39",F,1
TO,INDETERMINADA,HOSPITAL,"30 - 39",F,1
TO,INDETERMINADA,OUTRO,"30 - 39",F,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,3
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,5
TO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
TO,PNEUMONIA,DOMICILIO,"30 - 39",M,1
TO,PNEUMONIA,HOSPITAL,"30 - 39",F,3
TO,PNEUMONIA,HOSPITAL,"30 - 39",M,14
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
TO,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
TO,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
TO,SEPTICEMIA,HOSPITAL,"30 - 39",F,10
TO,SEPTICEMIA,HOSPITAL,"30 - 39",M,10
AC,OUTRAS,DOMICILIO,"40 - 49",F,23
AC,OUTRAS,DOMICILIO,"40 - 49",M,37
AC,OUTRAS,HOSPITAL,"40 - 49",F,30
AC,OUTRAS,HOSPITAL,"40 - 49",M,44
AC,OUTRAS,OUTRO,"40 - 49",F,2
AC,OUTRAS,OUTRO,"40 - 49",M,14
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AC,OUTRAS,VIA_PUBLICA,"40 - 49",F,2
AC,OUTRAS,VIA_PUBLICA,"40 - 49",M,5
AC,COVID,DOMICILIO,"40 - 49",F,1
AC,COVID,DOMICILIO,"40 - 49",M,2
AC,COVID,HOSPITAL,"40 - 49",F,17
AC,COVID,HOSPITAL,"40 - 49",M,36
AC,INDETERMINADA,DOMICILIO,"40 - 49",F,1
AC,INDETERMINADA,DOMICILIO,"40 - 49",M,2
AC,INDETERMINADA,OUTRO,"40 - 49",M,2
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,5
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,11
AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,1
AC,PNEUMONIA,HOSPITAL,"40 - 49",F,9
AC,PNEUMONIA,HOSPITAL,"40 - 49",M,17
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AC,SEPTICEMIA,HOSPITAL,"40 - 49",F,14
AC,SEPTICEMIA,HOSPITAL,"40 - 49",M,16
AC,SRAG,HOSPITAL,"40 - 49",M,2
AL,OUTRAS,DOMICILIO,"40 - 49",F,58
AL,OUTRAS,DOMICILIO,"40 - 49",M,154
AL,OUTRAS,HOSPITAL,"40 - 49",F,134
AL,OUTRAS,HOSPITAL,"40 - 49",M,231
AL,OUTRAS,OUTRO,"40 - 49",F,5
AL,OUTRAS,OUTRO,"40 - 49",M,22
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,11
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,10
AL,OUTRAS,VIA_PUBLICA,"40 - 49",F,5
AL,OUTRAS,VIA_PUBLICA,"40 - 49",M,51
AL,COVID,DOMICILIO,"40 - 49",F,2
AL,COVID,DOMICILIO,"40 - 49",M,3
AL,COVID,HOSPITAL,"40 - 49",F,51
AL,COVID,HOSPITAL,"40 - 49",M,96
AL,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
AL,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,7
AL,INDETERMINADA,DOMICILIO,"40 - 49",F,2
AL,INDETERMINADA,DOMICILIO,"40 - 49",M,2
AL,INDETERMINADA,HOSPITAL,"40 - 49",M,2
AL,INDETERMINADA,OUTRO,"40 - 49",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,12
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,8
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,35
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,30
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,2
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
AL,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,2
AL,PNEUMONIA,DOMICILIO,"40 - 49",M,2
AL,PNEUMONIA,HOSPITAL,"40 - 49",F,26
AL,PNEUMONIA,HOSPITAL,"40 - 49",M,45
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
AL,SEPTICEMIA,DOMICILIO,"40 - 49",F,5
AL,SEPTICEMIA,DOMICILIO,"40 - 49",M,3
AL,SEPTICEMIA,HOSPITAL,"40 - 49",F,45
AL,SEPTICEMIA,HOSPITAL,"40 - 49",M,73
AL,SEPTICEMIA,IGNORADO,"40 - 49",F,1
AL,SEPTICEMIA,IGNORADO,"40 - 49",M,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AL,SRAG,DOMICILIO,"40 - 49",M,1
AL,SRAG,HOSPITAL,"40 - 49",F,4
AL,SRAG,HOSPITAL,"40 - 49",M,8
AL,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
AL,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AM,OUTRAS,DOMICILIO,"40 - 49",F,51
AM,OUTRAS,DOMICILIO,"40 - 49",M,102
AM,OUTRAS,HOSPITAL,"40 - 49",F,166
AM,OUTRAS,HOSPITAL,"40 - 49",M,171
AM,OUTRAS,IGNORADO,"40 - 49",M,1
AM,OUTRAS,OUTRO,"40 - 49",F,6
AM,OUTRAS,OUTRO,"40 - 49",M,29
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,6
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
AM,OUTRAS,POSTO_SAUDE,"40 - 49",M,1
AM,OUTRAS,VIA_PUBLICA,"40 - 49",F,2
AM,OUTRAS,VIA_PUBLICA,"40 - 49",M,25
AM,COVID,DOMICILIO,"40 - 49",M,4
AM,COVID,HOSPITAL,"40 - 49",F,64
AM,COVID,HOSPITAL,"40 - 49",M,118
AM,COVID,OUTRO,"40 - 49",F,1
AM,COVID,OUTRO,"40 - 49",M,1
AM,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
AM,COVID,VIA_PUBLICA,"40 - 49",M,1
AM,INDETERMINADA,DOMICILIO,"40 - 49",F,3
AM,INDETERMINADA,DOMICILIO,"40 - 49",M,5
AM,INDETERMINADA,HOSPITAL,"40 - 49",F,1
AM,INDETERMINADA,HOSPITAL,"40 - 49",M,2
AM,INDETERMINADA,OUTRO,"40 - 49",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,4
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,5
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,34
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,30
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,2
AM,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",F,1
AM,PNEUMONIA,DOMICILIO,"40 - 49",M,2
AM,PNEUMONIA,HOSPITAL,"40 - 49",F,39
AM,PNEUMONIA,HOSPITAL,"40 - 49",M,74
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AM,SEPTICEMIA,DOMICILIO,"40 - 49",M,2
AM,SEPTICEMIA,HOSPITAL,"40 - 49",F,46
AM,SEPTICEMIA,HOSPITAL,"40 - 49",M,62
AM,SRAG,HOSPITAL,"40 - 49",F,17
AM,SRAG,HOSPITAL,"40 - 49",M,39
AM,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AP,OUTRAS,DOMICILIO,"40 - 49",F,6
AP,OUTRAS,DOMICILIO,"40 - 49",M,13
AP,OUTRAS,HOSPITAL,"40 - 49",F,24
AP,OUTRAS,HOSPITAL,"40 - 49",M,23
AP,OUTRAS,OUTRO,"40 - 49",F,1
AP,OUTRAS,OUTRO,"40 - 49",M,1
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
AP,OUTRAS,POSTO_SAUDE,"40 - 49",F,1
AP,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
AP,OUTRAS,VIA_PUBLICA,"40 - 49",M,4
AP,COVID,DOMICILIO,"40 - 49",M,2
AP,COVID,HOSPITAL,"40 - 49",F,25
AP,COVID,HOSPITAL,"40 - 49",I,1
AP,COVID,HOSPITAL,"40 - 49",M,34
AP,COVID,IGNORADO,"40 - 49",M,1
AP,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AP,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,9
AP,COVID,VIA_PUBLICA,"40 - 49",F,1
AP,INDETERMINADA,DOMICILIO,"40 - 49",M,1
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,5
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,8
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,4
AP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
AP,PNEUMONIA,HOSPITAL,"40 - 49",F,5
AP,PNEUMONIA,HOSPITAL,"40 - 49",M,9
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AP,SEPTICEMIA,HOSPITAL,"40 - 49",F,10
AP,SEPTICEMIA,HOSPITAL,"40 - 49",M,14
AP,SRAG,HOSPITAL,"40 - 49",M,1
BA,OUTRAS,DOMICILIO,"40 - 49",F,303
BA,OUTRAS,DOMICILIO,"40 - 49",M,619
BA,OUTRAS,HOSPITAL,"40 - 49",F,650
BA,OUTRAS,HOSPITAL,"40 - 49",M,793
BA,OUTRAS,IGNORADO,"40 - 49",F,6
BA,OUTRAS,IGNORADO,"40 - 49",M,12
BA,OUTRAS,OUTRO,"40 - 49",F,25
